english,polish,type,level
upset,zasmucić,czasownik,B1
upset,zasmucony,przymiotnik,B1
wonder,zastanawiać się,czasownik,B1
application/ use,zastosowanie,rzeczownik,B1
shot,zastrzyk,rzeczownik,B2
replace,zastępować,czasownik,A2
honour,zaszczyt,rzeczownik,B2
resource,zasób,rzeczownik,B1
sentence,zasądzać wyrok,czasownik,B2
curtain,zasłona,rzeczownik,B1
credit,zasługa,rzeczownik,A2
deserve,zasługiwać,czasownik,B2
therefore/ thus,zatem,przysłówek,B1
jam,zator,rzeczownik,A2
employ/ hire,zatrudniać,czasownik,A2
employment,zatrudnienie,rzeczownik,B1
poison,zatruwać,czasownik,B1
retain,zatrzymywać,czasownik,B2
stop,zatrzymywać (się),czasownik,A1
approve,zatwierdzać,czasownik,B2
approval,zatwierdzenie,rzeczownik,B2
crowded,zatłoczony,przymiotnik,A2
confidence/ trust,zaufanie,rzeczownik,B2
note/ notice/ remark/ spot,zauważyć,czasownik,B1
collapse,zawalenie się,rzeczownik,B2
collapse,zawalić się,czasownik,B2
content,zawartość,rzeczownik,B1
included,zawarty,przymiotnik,A2
owe,zawdzięczać,czasownik,B2
inform,zawiadamiać,czasownik,B2
notice,zawiadomienie,rzeczownik,A2
disappointed,zawiedziony,przymiotnik,B1
contain/ feature/ include,zawierać,czasownik,A2
contract,zawierać umowę,czasownik,B2
fail,zawieść,czasownik,A2
competitor/ player,zawodnik,rzeczownik,B1
professional,zawodowy,przymiotnik,A2
contest,zawody,rzeczownik,B2
call,zawołanie,rzeczownik,A1
ashamed/ embarrassed,zawstydzony,przymiotnik,B2
always,zawsze,przysłówek,A1
job/ profession,zawód,rzeczownik,A1
mark,zaznaczać,czasownik,A2
typically/ usually,zazwyczaj,przysłówek,B1
crew,załoga,rzeczownik,B2
attach,załączyć,czasownik,B1
embarrassed,zażenowany,przymiotnik,B1
collect/ pick,zbierać,czasownik,A2
raise,zbierać (fundusze),czasownik,A2
gather,zbierać (się),czasownik,B1
tank,zbiornik,rzeczownik,B2
collection,zbiór,rzeczownik,B1
approach,zbliżać się,czasownik,B2
approach,zbliżenie,rzeczownik,B2
grain,zboże,rzeczownik,B1
crime,zbrodnia,rzeczownik,A2
armed,zbrojny,przymiotnik,B2
too,zbyt,przysłówek,A1
unnecessary/ waste,zbędny,przymiotnik,B1
remote,zdalny,przymiotnik,B1
opinion/ sentence,zdanie,rzeczownik,A1
clause,zdanie składowe,rzeczownik,B1
incident,zdarzenie,rzeczownik,B2
pass,zdawać (egzamin),czasownik,A2
seem,zdawać się,czasownik,A2
definitely/ strongly,zdecydowanie,przysłówek,A2
determined,zdecydowany,przymiotnik,B1
remove,zdejmować,czasownik,A2
upset,zdenerwowany,przymiotnik,B1
upset,zdenerwować,czasownik,B1
desperate,zdesperowany,przymiotnik,B2
determined,zdeterminowany,przymiotnik,B1
confused,zdezorientowany,przymiotnik,B1
shooting,zdjęcia filmowe,rzeczownik,B2
photo/ picture,zdjęcie,rzeczownik,A1
capture,zdobycie,rzeczownik,B2
score,zdobywać punkty,czasownik,A2
capture/ gain,zdobyć,czasownik,B2
capacity,zdolność,rzeczownik,B2
able/ capable,zdolny,przymiotnik,A2
health,zdrowie,rzeczownik,A1
healthy/ well,zdrowy,przymiotnik,A1
wonder,zdumienie,rzeczownik,B1
amazed,zdumiony,przymiotnik,B1
surprised,zdziwiony,przymiotnik,A2
meeting,zebranie,rzeczownik,A1
clock,zegar,rzeczownik,A1
watch,zegarek,rzeczownik,A1
collapse,zemdleć,czasownik,B2
broken,zepsuty,przymiotnik,A2
zero,zero,liczebnik,A2
band/ panel/ team,zespół,rzeczownik,A1
set (group),zestaw,rzeczownik,B1
encounter,zetknięcie,rzeczownik,B2
outside,zewnątrz,przysłówek,A1
outside,zewnętrzna strona,rzeczownik,A2
external/ outer/ outside,zewnętrzny,przymiotnik,B2
permit,zezwalać,czasownik,B2
permission,zezwolenie,rzeczownik,A2
permit,zezwolenie (dokument),rzeczownik,B2
guess,zgadywanie,rzeczownik,A1
guess,zgadywać,czasownik,A1
agree,zgadzać się,czasownik,A1
bend/ fold,zginać,czasownik,B1
bend/ fold,zgięcie,rzeczownik,B1
bent,zgięty,przymiotnik,B2
according to,zgodnie z,przyimek,A2
lost,zgubiony,przymiotnik,A2
lose,zgubić,czasownik,A1
report,zgłaszać,czasownik,A2
volunteer,zgłaszać się na ochotnika,czasownik,B1
explore,zgłębiać,czasownik,B1
bean/ grain/ seed,ziarno,rzeczownik,A2
green,zieleń,rzeczownik,A1
green,zielony,przymiotnik,A1
earth/ ground/ land/ soil,ziemia,rzeczownik,A2
potato,ziemniak,rzeczownik,A1
winter,zima,rzeczownik,A1
cold,zimno,rzeczownik,A1
cold,zimny,przymiotnik,A1
annoyed,zirytowany,przymiotnik,B1
phenomenon,zjawisko,rzeczownik,B2
united,zjednoczony,przymiotnik,A2
slide,zjeżdżalnia,rzeczownik,B2
commission,zlecać,czasownik,B2
assignment/ commission,zlecenie,rzeczownik,B1
struggle,zmaganie,rzeczownik,B2
struggle,zmagać się,czasownik,B2
worry,zmartwienie,rzeczownik,B1
worried,zmartwiony,przymiotnik,A2
change/ switch/ turn,zmiana,rzeczownik,A1
shift,zmiana (w pracy),rzeczownik,B1
alter/ change/ shift/ switch,zmieniać,czasownik,B2
turn,zmieniać (się),czasownik,A1
vary,zmieniać się,czasownik,B2
confused,zmieszany,przymiotnik,B1
reduce,zmniejszać,czasownik,A2
decrease,zmniejszać (się),czasownik,B2
decrease,zmniejszenie,rzeczownik,B2
force,zmuszać,czasownik,B1
sense,zmysł,rzeczownik,A2
imaginary,zmyślony,przymiotnik,B1
tired,zmęczony,przymiotnik,A1
stamp,znaczek pocztowy,rzeczownik,A2
importance/ meaning,znaczenie,rzeczownik,B1
lot/ significantly,znacznie,przysłówek,A1
major,znaczny,przymiotnik,A2
significantly,znacząco,przysłówek,B2
significant,znaczący,przymiotnik,B2
find,znajdować,czasownik,A1
upstairs,znajdujący się na piętrze,przymiotnik,A2
familiar,znajomy,przymiotnik,B1
friend,znajomy,rzeczownik,A1
mark/ sign,znak,rzeczownik,A2
brilliant,znakomity,przymiotnik,A2
brand,znakować,czasownik,B1
know,znać,czasownik,A1
disappear,znikać,czasownik,A2
discount,zniżka,rzeczownik,B1
bear (deal with),znosić,czasownik,B2
stand,znosić (coś),czasownik,A1
again,znowu,przysłówek,A1
bored,znudzony,przymiotnik,A1
commitment/ obligation,zobowiązanie,rzeczownik,B2
commit,zobowiązać się,czasownik,B1
organized,zorganizowany,przymiotnik,B1
stay,zostawać,czasownik,A1
stay,zostawać (np. w hotelu),czasownik,A1
leave,zostawiać,czasownik,A1
become,zostać,czasownik,A1
relaxed,zrelaksowany,przymiotnik,B1
understanding,zrozumienie,rzeczownik,A2
shocked,zszokowany,przymiotnik,B2
soup,zupa,rzeczownik,A1
completely/ totally,zupełnie,przysłówek,A2
used,zużyty,przymiotnik,B1
dismiss/ slow,zwalniać,czasownik,B2
fire,zwalniać z pracy,czasownik,B1
crazy,zwariowany,przymiotnik,A2
tour/ visit,zwiedzać,czasownik,B1
animal,zwierzę,rzeczownik,A1
pet,zwierzę domowe,rzeczownik,A2
roll,zwijać,czasownik,B1
connected,związany,przymiotnik,A2
association/ connection/ relation/ relationship/ union,związek,rzeczownik,B2
increase,zwiększać (się),czasownik,A2
brief,zwięzły,przymiotnik,B2
trick,zwodzić,czasownik,B1
supporter,zwolennik,rzeczownik,B1
return,zwracać,czasownik,A1
phrase/ return,zwrot,rzeczownik,A1
victory/ win,zwycięstwo,rzeczownik,B2
winner,zwycięzca,rzeczownik,A2
winner,zwyciężczyni,rzeczownik,A2
custom/ habit,zwyczaj,rzeczownik,B1
simply,zwyczajnie,przysłówek,B1
ordinary/ plain,zwyczajny,przymiotnik,A2
normally,zwykle,przysłówek,A2
normal/ ordinary/ regular/ usual,zwykły,przymiotnik,A2
narrow,zwężać (się),czasownik,B2
especially,zwłaszcza,przysłówek,A2
delay,zwłoka,rzeczownik,B2
gain/ profit,zysk,rzeczownik,B2
gain,zyskać,czasownik,B2
tooth,ząb,rzeczownik,A1
broken,złamany,przymiotnik,A2
evil/ wrong,zło,rzeczownik,B2
thief,złodziej,rzeczownik,A2
gold,złoto,rzeczownik,A2
gold,złoty,przymiotnik,A2
complex,złożony,przymiotnik,B1
angry/ bad/ evil/ wrong,zły,przymiotnik,A1
quarter,ćwiartka,rzeczownik,A1
exercise/ practice,ćwiczenie,rzeczownik,A1
exercise/ practise,ćwiczyć,czasownik,A1
nice/ pretty,ładny,przymiotnik,A1
charge/ load,ładować,czasownik,B1
load,ładunek,rzeczownik,B2
gentle,łagodny,przymiotnik,B1
mild,łagodny (np. o smaku,przymiotnik,B1
break,łamać,czasownik,A1
catch/ grab,łapać,czasownik,A2
easily,łatwo,przysłówek,A2
easy/ simple,łatwy,przymiotnik,A1
bathroom,łazienka,rzeczownik,A1
wow,łał,wykrzyknik,A2
chain,łańcuch,rzeczownik,B1
fish,łowić ryby,czasownik,A2
spoon,łyżka,rzeczownik,A2
tear,łza,rzeczownik,B2
boat,łódź,rzeczownik,A1
bed,łóżko,rzeczownik,A1
communication,łączność,rzeczownik,B1
combine/ connect/ join/ link,łączyć,czasownik,B1
wall,ściana,rzeczownik,A1
path/ track,ścieżka,rzeczownik,B1
pursue,ścigać,czasownik,B2
race (competition),ścigać się,czasownik,A2
cheat,ściąga,rzeczownik,B1
closely,ściśle,przysłówek,B2
mark,ślad,rzeczownik,A2
track,śledzić,czasownik,B2
investigation,śledztwo,rzeczownik,B2
lovely,śliczny,przymiotnik,A2
slide,ślizgać się,czasownik,B2
wedding,ślub,rzeczownik,A2
laugh,śmiać się,czasownik,A1
laugh/ laughter,śmiech,rzeczownik,A1
rubbish,śmieci,rzeczownik,A2
death,śmierć,rzeczownik,A2
funny,śmieszny,przymiotnik,A1
cream,śmietana,rzeczownik,A1
helicopter,śmigłowiec,rzeczownik,B1
breakfast,śniadanie,rzeczownik,A1
snow,śnieg,rzeczownik,A1
dream,śnić,czasownik,A2
hurry/ rush,śpieszyć się,czasownik,B1
singing,śpiew,rzeczownik,A2
singing,śpiewanie,rzeczownik,A2
sing,śpiewać,czasownik,A1
asleep,śpiący,przymiotnik,A2
average/ medium,średni,przymiotnik,A2
secondary,średni (o szkole),przymiotnik,B1
average,średnia,rzeczownik,A2
Wednesday,środa,rzeczownik,A1
centre/ inside/ means/ measure/ middle,środek,rzeczownik,A1
medium,środek przekazu,rzeczownik,B2
living,środki do życia,rzeczownik,B1
middle,środkowy,przymiotnik,A2
environment,środowisko,rzeczownik,A2
environmental,środowiskowy,przymiotnik,B1
witness,świadek,rzeczownik,B2
aware/ conscious,świadomy,przymiotnik,B1
world,świat,rzeczownik,A1
global,światowy,przymiotnik,B1
worldwide,światowy,przymiotnik / przysłówek,B1
light (lamp),światło,rzeczownik,A1
shine,świecić,czasownik,B1
excellent/ great,świetny,przymiotnik,A2
fresh,świeży,przymiotnik,A2
pig,świnia,rzeczownik,A1
holiday,święto,rzeczownik,A1
celebration,świętowanie,rzeczownik,B1
celebrate,świętować,czasownik,A2
holy,święty,przymiotnik,B2
badly/ wrong,źle,przysłówek,A2
pupil,źrenica,rzeczownik,B2
reference/ resource/ root/ source,źródło,rzeczownik,B1
frog,żaba,rzeczownik,A2
any/ no,żaden,określnik,A1
any/ none,żaden,zaimek,A1
neither,żaden (z dwóch),określnik / zaimek,A2
no,żadna,określnik,A1
no,żadne,określnik,A1
sail,żagiel,rzeczownik,B1
regret,żal,rzeczownik,B2
joke,żart,rzeczownik,A2
joke,żartować,czasownik,A2
regret,żałować,czasownik,B2
that,że,zaimek / spójnik,A1
beg,żebrać,czasownik,B2
sailing,żeglarstwo,rzeczownik,A2
sailor,żeglarz,rzeczownik,B1
sail,żeglować,czasownik,A2
iron,żelazko,rzeczownik,B1
iron,żelazo,rzeczownik,B1
marry,żenić się,czasownik,A2
embarrassing,żenujący,przymiotnik,B1
female,żeński,przymiotnik,A2
wife,żona,rzeczownik,A1
married,żonaty,przymiotnik,A1
soldier,żołnierz,rzeczownik,A2
stomach,żołądek,rzeczownik,A2
life/ living,życie,rzeczownik,A1
wish,życzenie,rzeczownik,A2
wish,życzyć (sobie),czasownik,A2
living,żyjący,przymiotnik,B1
food,żywność,rzeczownik,A1
vital,żywotny,przymiotnik,B2
alive,żywy,przymiotnik,A2
live (dwell),żyć,czasownik,A1
yellow,żółty,przymiotnik,A1
demand/ request,żądanie,rzeczownik,B2
claim/ demand,żądać,czasownik,B1
